system,rule,strategy,fraction,treatment,assessed,cec,cec_survival,prob_ruin,prob_ruin_survival,mean_consumption,p5_consumption,median_bequest,moneys_worth
age_pension_matched,fixed_real_rule,target_date_fund,0.1,assessed at its remaining value,1.0,0.5176669949866923,0.5441632053407428,0.21892,0.111136015834872,0.93399127615902,0.402373460612503,8.683188518393033,1.0
age_pension_matched,fixed_real_rule,balanced_all_equity,0.25,assessed at its remaining value,1.0,0.5244445743965799,0.5542024058325582,0.11592,0.05824817845075118,1.2880490898148145,0.40171235793345983,33.98052671497928,1.0
age_pension_matched,fixed_real_rule,target_date_fund,0.25,assessed at its remaining value,1.0,0.5817728023779534,0.6074407920754049,0.21892,0.111136015834872,1.0059890386202304,0.45120781003248295,7.235990431994236,1.0
age_pension_matched,fixed_real_rule,balanced_all_equity,0.5,assessed at its remaining value,1.0,0.6401633091233772,0.672731644232046,0.11592,0.05824817845075118,1.4419159829564112,0.4842785455729469,22.65368447665285,1.0
age_pension_matched,fixed_real_rule,target_date_fund,0.5,assessed at its remaining value,1.0,0.7062268387182492,0.7238883516242774,0.21892,0.111136015834872,1.1296365603173828,0.5366065844591333,4.8239936213294765,1.0
age_pension_matched,fixed_real_rule,balanced_all_equity,0.75,assessed at its remaining value,1.0,0.8106685099375798,0.8350295243359563,0.11592,0.05824817845075118,1.606648209382625,0.5985846397362502,11.326842238326424,1.0
age_pension_matched,fixed_real_rule,target_date_fund,0.75,assessed at its remaining value,1.0,0.8452310472018326,0.8413832304179109,0.21892,0.111136015834872,1.264248535613396,0.6250740171211309,2.411996810664739,1.0
age_pension_matched,fixed_real_rule,balanced_all_equity,0.9,assessed at its remaining value,1.0,0.95188584863855,0.9525295598826169,0.11592,0.05824817845075118,1.7239229100006663,0.6831683430325592,4.530736895330573,1.0
age_pension_matched,fixed_real_rule,target_date_fund,0.9,assessed at its remaining value,1.0,0.9077520302856805,0.8976177760606115,0.21892,0.111136015834872,1.3572798163780815,0.6736303041205552,0.9647987242658891,1.0
age_pension_matched,fixed_real_rule,balanced_all_equity,0.95,assessed at its remaining value,1.0,0.9970925816731903,0.9875879066354697,0.11592,0.05824817845075118,1.7735512401490439,0.711696803523538,2.265368447665287,1.0
age_pension_matched,fixed_real_rule,target_date_fund,0.95,assessed at its remaining value,1.0,0.9244465623215509,0.9131221576547711,0.21892,0.111136015834872,1.3917830927764017,0.6828593395618003,0.48239936213294565,1.0
age_pension_matched,fixed_real_rule,balanced_all_equity,1.0,assessed at its remaining value,1.0,1.021991529588933,1.0015786654883334,1.0,0.9914042022859769,1.8377656428180198,0.727875348930694,0.0,1.0
age_pension_matched,fixed_real_rule,target_date_fund,1.0,assessed at its remaining value,1.0,0.9362419678582973,0.9206747305217593,1.0,0.9914042022859769,1.4274521411803198,0.6920688078686741,0.0,1.0
age_pension_matched,constant_percent at 4%,balanced_all_equity,0.0,exempt from the assets test,0.0,0.6744021866546849,0.67380130432689,0.0,0.0,1.7965513883164081,0.4580613437234453,36.966802343752896,1.0
age_pension_matched,constant_percent at 4%,target_date_fund,0.0,exempt from the assets test,0.0,0.595053004640991,0.6003540795099088,0.0,0.0,0.9293190964711219,0.4404006173364801,13.394411807599305,1.0
age_pension_matched,constant_percent at 4%,balanced_all_equity,0.1,exempt from the assets test,0.0,0.7500718560039271,0.7487451357948753,0.0,0.0,1.7962383649696774,0.5260945512161185,33.27012210937762,1.0
age_pension_matched,constant_percent at 4%,target_date_fund,0.1,exempt from the assets test,0.0,0.665804140604277,0.6702422514074484,0.0,0.0,0.9820975682017912,0.5092081462415727,12.05497062683937,1.0
age_pension_matched,constant_percent at 4%,balanced_all_equity,0.25,exempt from the assets test,0.0,0.8550214454032772,0.8550790814031005,0.0,0.0,1.8003301068034587,0.6137820827228753,27.725101757814684,1.0
age_pension_matched,constant_percent at 4%,target_date_fund,0.25,exempt from the assets test,0.0,0.7672579950328826,0.772560681386402,0.0,0.0,1.0683027655598778,0.5927316219328173,10.045808855699473,1.0
age_pension_matched,constant_percent at 4%,balanced_all_equity,0.5,exempt from the assets test,0.0,1.0216547329292083,1.0271147381651122,0.0,0.0,1.8297540302467767,0.7236559954186573,18.483401171876448,1.0
age_pension_matched,constant_percent at 4%,target_date_fund,0.5,exempt from the assets test,0.0,0.924081730712527,0.9327757123560038,0.0,0.0,1.2421312542530796,0.671971513968494,6.697205903799652,1.0
age_pension_matched,constant_percent at 4%,balanced_all_equity,0.75,exempt from the assets test,0.0,1.1556791669365876,1.1631257946171307,0.0,0.0,1.9300684322291237,0.793917225440243,9.241700585938224,1.0
age_pension_matched,constant_percent at 4%,target_date_fund,0.75,exempt from the assets test,0.0,1.028023870912248,1.0366360623495097,0.0,0.0,1.4736616537414708,0.7082463303872906,3.3486029518998253,1.0
age_pension_matched,constant_percent at 4%,balanced_all_equity,0.9,exempt from the assets test,0.0,1.193597399558001,1.1995204151546843,0.0,0.0,2.0594858333043917,0.8063645271262878,3.6966802343752905,1.0
