dropped,system,rule,challenger,incumbent,gap_pct,leader,best_strategy,best_cec,n_markets
ITA,us_social_security,amortisation at 6%,1.2645378773525837,1.0475836898411566,20.70996232714577,balanced_all_equity,international_equity,1.3969246090759757,15
ITA,us_social_security,amortisation at 8%,1.2216871982226551,1.0134962248393768,20.54185978011642,balanced_all_equity,international_equity,1.3468145418723583,15
ITA,us_social_security,amortisation at 10%,1.1590106030488534,0.9703955726631711,19.436921983067567,balanced_all_equity,international_equity,1.2689359511324647,15
JPN,australia_as_legislated,fixed_real_rule,0.6460529559661083,0.6456168054725627,0.06755562895026657,tie,balanced_all_equity,0.6460529559661083,15
JPN,australia_as_legislated,constant_percent at 4%,0.8363808593518222,0.7166395408477029,16.70872337890803,balanced_all_equity,international_equity,0.9255881566880703,15
JPN,australia_as_legislated,amortisation at 0%,0.9198230179551383,0.811731122067463,13.316219244171323,balanced_all_equity,international_equity,1.0057732844867204,15
JPN,australia_as_legislated,amortisation at 2%,1.0999720231795573,0.9453846417487257,16.351797417068624,balanced_all_equity,international_equity,1.2054946218098683,15
JPN,australia_as_legislated,amortisation at 4%,1.2314763371465358,1.0260190503761888,20.024704872196697,balanced_all_equity,international_equity,1.3542184575125353,15
JPN,australia_as_legislated,amortisation at 6%,1.2902913235892433,1.0475602173888374,23.171088608675937,balanced_all_equity,international_equity,1.4260791655377385,15
JPN,australia_as_legislated,amortisation at 8%,1.2753582278380198,1.022770748692754,24.696392565793303,balanced_all_equity,international_equity,1.4155576765607845,15
JPN,australia_as_legislated,amortisation at 10%,1.2076697357191393,0.9707678275937192,24.403559882349857,balanced_all_equity,international_equity,1.339663313206426,15
JPN,us_social_security,fixed_real_rule,1.0276052788565566,0.9324368642226385,10.206419145950306,balanced_all_equity,international_equity,1.0930132716673622,15
JPN,us_social_security,constant_percent at 4%,1.1027742611345976,0.9452893259311836,16.659971807920183,balanced_all_equity,international_equity,1.1974764067571657,15
JPN,us_social_security,amortisation at 0%,1.164400121614528,1.0091861571432699,15.380112318487061,balanced_all_equity,international_equity,1.2550688996402872,15
JPN,us_social_security,amortisation at 2%,1.206669553512955,1.0313219613604672,17.002216448603335,balanced_all_equity,international_equity,1.3100575731575068,15
