scale,leverage,spread,cec,wipeout
0.35,1.6,0.05,0.717388956948468,0.0
0.35,1.75,0.05,0.6988431905740587,0.0002023529411764706
0.35,2.0,0.05,0.6621364203860902,0.0006035294117647059
0.6,1.0,0.0,0.9076461868803719,0.0
0.6,1.1,0.0,0.9155166383440807,0.0
0.6,1.2,0.0,0.9211229889811746,0.0
0.6,1.3,0.0,0.9244510422664124,0.0
0.6,1.4,0.0,0.925436242722571,0.0
0.6,1.5,0.0,0.9239129891900169,0.0
0.6,1.6,0.0,0.9194785877329004,0.0
0.6,1.75,0.0,0.903166532589673,0.0
0.6,2.0,0.0,0.8601114612217404,0.0002023529411764706
0.6,1.0,0.01,0.9076461868803719,0.0
0.6,1.1,0.01,0.9122961256657447,0.0
0.6,1.2,0.01,0.9147623416919067,0.0
0.6,1.3,0.01,0.9150337669763117,0.0
0.6,1.4,0.01,0.9130454868634906,0.0
0.6,1.5,0.01,0.9086288763876637,0.0
0.6,1.6,0.01,0.901367771272435,0.0
0.6,1.75,0.01,0.8800538565364622,0.0
0.6,2.0,0.01,0.8328967814040392,0.0002023529411764706
0.6,1.0,0.02,0.9076461868803719,0.0
0.6,1.1,0.02,0.9090737936345187,0.0
0.6,1.2,0.02,0.9083944613437855,0.0
0.6,1.3,0.02,0.905603183499094,0.0
0.6,1.4,0.02,0.9006408911084314,0.0
0.6,1.5,0.02,0.8933450979378593,0.0
0.6,1.6,0.02,0.8832986625217377,0.0
0.6,1.75,0.02,0.8563911515376343,0.0002023529411764706
0.6,2.0,0.02,0.8057792319484822,0.0002023529411764706
0.6,1.0,0.03,0.9076461868803719,0.0
0.6,1.1,0.03,0.905850120385646,0.0
0.6,1.2,0.03,0.9020229934968665,0.0
0.6,1.3,0.03,0.8961710034709464,0.0
0.6,1.4,0.03,0.8882488317629333,0.0
0.6,1.5,0.03,0.8781104682158913,0.0
0.6,1.6,0.03,0.8653507885003366,0.0
0.6,1.75,0.03,0.8362358954406762,0.0002023529411764706
0.6,2.0,0.03,0.7796958581621094,0.0004076470588235294
0.6,1.0,0.05,0.9076461868803719,0.0
0.6,1.1,0.05,0.8994006747944338,0.0
0.6,1.2,0.05,0.8892840193142771,0.0
0.6,1.3,0.05,0.8773490907191497,0.0
0.6,1.4,0.05,0.8636078821275847,0.0
0.6,1.5,0.05,0.847980970244912,0.0
0.6,1.6,0.05,0.8301237631528648,0.0
0.6,1.75,0.05,0.7968198822847511,0.0002023529411764706
0.6,2.0,0.05,0.7327457890387249,0.0006035294117647059
1.0,1.0,0.0,1.1064276975999323,0.0
1.0,1.1,0.0,1.1154860519887593,0.0
1.0,1.2,0.0,1.1209491932923765,0.0
1.0,1.3,0.0,1.1228131242071833,0.0
1.0,1.4,0.0,1.1209708420136113,0.0
1.0,1.5,0.0,1.1151224630212238,0.0
1.0,1.6,0.0,1.1044975027576693,0.0
1.0,1.75,0.0,1.069960743021968,0.0
1.0,2.0,0.0,0.9880199718972227,0.0002023529411764706
1.0,1.0,0.01,1.1064276975999323,0.0
1.0,1.1,0.01,1.1108410934376567,0.0
1.0,1.2,0.01,1.1117810061019098,0.0
1.0,1.3,0.01,1.1092428173305473,0.0
1.0,1.4,0.01,1.1031178268510207,0.0
1.0,1.5,0.01,1.0931028149711701,0.0
1.0,1.6,0.01,1.0783997364568036,0.0
1.0,1.75,0.01,1.0352697478163033,0.0
1.0,2.0,0.01,0.9505157598059113,0.0002023529411764706
1.0,1.0,0.02,1.1064276975999323,0.0
1.0,1.1,0.02,1.1061894523952545,0.0
1.0,1.2,0.02,1.1025881642570794,0.0
1.0,1.3,0.02,1.0956263118861915,0.0
1.0,1.4,0.02,1.0852063559441845,0.0
1.0,1.5,0.02,1.0710391105836503,0.0
1.0,1.6,0.02,1.0523210705456547,0.0
1.0,1.75,0.02,0.9977945357047667,0.0002023529411764706
1.0,2.0,0.02,0.9124187369159443,0.0002023529411764706
1.0,1.0,0.03,1.1064276975999323,0.0
1.0,1.1,0.03,1.101531877379624,0.0
1.0,1.2,0.03,1.0933764089829494,0.0
1.0,1.3,0.03,1.081982182685726,0.0
1.0,1.4,0.03,1.0672785412401342,0.0
1.0,1.5,0.03,1.049009672002662,0.0
1.0,1.6,0.03,1.0263895799583178,0.0
1.0,1.75,0.03,0.9705664370799194,0.0002023529411764706
1.0,2.0,0.03,0.8754604051132799,0.0004076470588235294
1.0,1.0,0.05,1.1064276975999323,0.0
1.0,1.1,0.05,1.092201956026861,0.0
1.0,1.2,0.05,1.0749195754018228,0.0
1.0,1.3,0.05,1.0546868537033496,0.0
1.0,1.4,0.05,1.0315443650680338,0.0
1.0,1.5,0.05,1.0053650282123012,0.0
1.0,1.6,0.05,0.9754612859985011,0.0
1.0,1.75,0.05,0.9167631896629281,0.0002023529411764706
1.0,2.0,0.05,0.8107831704844103,0.0006035294117647059
